"raw_text","aspectTerms"
"I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.","[{'term': 'candles', 'polarity': 'positive'}, {'term': 'dinner', 'polarity': 'positive'}, {'term': 'surrounding', 'polarity': 'positive'}, {'term': 'pictures', 'polarity': 'positive'}]"
"I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.","[{'term': 'atmosphere', 'polarity': 'positive'}]"
"I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.","[{'term': 'Indian dining experience', 'polarity': 'positive'}]"
"I would like to return and try some of the other menu items when I don't have to rush off to a show.","[{'term': 'menu items', 'polarity': 'positive'}]"
"I would never wait for a table to eat, it just is not THAT great.","[{'term': 'table', 'polarity': 'neutral'}]"
"I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!","[{'term': 'portions', 'polarity': 'negative'}, {'term': 'qualities', 'polarity': 'negative'}]"
"I would recommend Roxy's for that, but not for their food.","[{'term': 'food', 'polarity': 'negative'}]"
"I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.","[{'term': 'drink', 'polarity': 'neutral'}, {'term': 'bar', 'polarity': 'neutral'}, {'term': 'wait time', 'polarity': 'negative'}]"
"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'quality of food', 'polarity': 'negative'}]"
"I'd call it an 'italian dinner'.","[{'term': 'dinner', 'polarity': 'neutral'}]"
"I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.","[{'term': 'setting', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
"I'm happy to have Nosh in the neighborhood and the food is very comforting.","[{'term': 'food', 'polarity': 'positive'}]"
"I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.","[{'term': 'food', 'polarity': 'neutral'}]"
"I'm partial to the Gnocchi.","[{'term': 'Gnocchi', 'polarity': 'positive'}]"
"I'm still mad that i had to pay for lousy food.","[{'term': 'food', 'polarity': 'negative'}]"
"I've been coming here as a child and always come back for the taste.","[{'term': 'taste', 'polarity': 'positive'}]"
"I've been here 3 times for lunch and it is one of my favorites in the city.","[{'term': 'lunch', 'polarity': 'neutral'}]"
"I've been to Naples 45 for dinner twice.","[{'term': 'dinner', 'polarity': 'neutral'}]"
"I've been to several places for Dim Sum and this has got to be the WORST.","[{'term': 'Dim Sum', 'polarity': 'negative'}]"
"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.","[{'term': 'Pho', 'polarity': 'positive'}, {'term': 'Lemon grass chicken', 'polarity': 'positive'}, {'term': 'Beef Cube on rice', 'polarity': 'positive'}]"
"I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.","[{'term': 'dining', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]"
"I've eaten thai many times, and am very familiar with the cuisine.","[{'term': 'cuisine', 'polarity': 'neutral'}]"
"I've had pizza both times and the caprese salad appetizer.","[{'term': 'pizza', 'polarity': 'neutral'}, {'term': 'caprese salad appetizer', 'polarity': 'neutral'}]"
"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.","[{'term': 'chicken with garlic sauce', 'polarity': 'neutral'}, {'term': 'chicken with black bean sauce', 'polarity': 'neutral'}, {'term': 'hunan chicken', 'polarity': 'neutral'}]"
"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.","[{'term': 'lunch buffet', 'polarity': 'neutral'}]"
"I've had to wait only a few times during lunch but this place is definitely worth the wait.","[{'term': 'lunch', 'polarity': 'neutral'}, {'term': 'wait', 'polarity': 'positive'}]"
"I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).","[{'term': 'waterbugs', 'polarity': 'negative'}]"
"I've never had bad service and the fish is fresh and delicious.","[{'term': 'service', 'polarity': 'positive'}, {'term': 'fish', 'polarity': 'positive'}]"
"I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.","[{'term': 'employees', 'polarity': 'negative'}, {'term': 'dining area', 'polarity': 'neutral'}]"
"I've rarely had a problem with slow staff in the 10 years I've been going.","[{'term': 'staff', 'polarity': 'positive'}]"
"I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.","[{'term': 'ambience', 'polarity': 'neutral'}, {'term': 'food', 'polarity': 'neutral'}]"
"I've waited over one hour for food.","[{'term': 'food', 'polarity': 'neutral'}]"
"INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.","[{'term': 'SERVICE', 'polarity': 'negative'}, {'term': 'FOOD QUALITY', 'polarity': 'negative'}, {'term': 'PRICES', 'polarity': 'negative'}]"
"IT IS WHAT MODERN CUISINE IS ALL ABOUT.","[{'term': 'CUISINE', 'polarity': 'positive'}]"
"IT is the best deal in town for a Monday night dinner at a fine restaurant.","[{'term': 'dinner', 'polarity': 'positive'}]"
"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.","[{'term': 'people', 'polarity': 'positive'}, {'term': 'pizza', 'polarity': 'negative'}]"
"If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.","[{'term': 'scene', 'polarity': 'negative'}, {'term': 'customers', 'polarity': 'negative'}]"
"If anyones has doubt of not knowing enough about wines,please check their wine list.","[{'term': 'wines', 'polarity': 'neutral'}, {'term': 'wine list', 'polarity': 'positive'}]"
"If it isn't for the food (A+++), it must be the service or the ambience.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'ambience', 'polarity': 'positive'}]"
"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!","[{'term': 'martini', 'polarity': 'neutral'}, {'term': 'bar', 'polarity': 'neutral'}, {'term': 'Roast Chicken', 'polarity': 'positive'}]"
"If presentation and service is your thing, then this magic show works.","[{'term': 'service', 'polarity': 'positive'}]"
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.","[{'term': 'spicy tuna roll', 'polarity': 'negative'}, {'term': 'serving', 'polarity': 'neutral'}, {'term': 'nori', 'polarity': 'negative'}]"
"If the weather is nice, try to snag an outside table.","[{'term': 'table', 'polarity': 'positive'}]"
"If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.","[{'term': 'lazy susans', 'polarity': 'positive'}, {'term': 'tables', 'polarity': 'positive'}]"
"If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz's Deli down on the Lower East Side.","[{'term': 'deli', 'polarity': 'positive'}]"
"If you are looking for a good quality, cheap eats - this is the place.","[{'term': 'quality', 'polarity': 'positive'}]"
"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.","[{'term': 'seafood', 'polarity': 'positive'}, {'term': 'vegetables', 'polarity': 'positive'}, {'term': 'portion size', 'polarity': 'negative'}]"
"If you are someone who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.","[{'term': 'food', 'polarity': 'neutral'}]"
"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.","[{'term': 'business dinner', 'polarity': 'positive'}, {'term': 'table', 'polarity': 'positive'}]"
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.","[{'term': 'fish', 'polarity': 'negative'}, {'term': 'staff', 'polarity': 'negative'}, {'term': 'sushi chef', 'polarity': 'negative'}]"
"If you go for the pre-theatre menu, it's an even greater deal.","[{'term': 'pre-theatre menu', 'polarity': 'positive'}]"
"If you go here - your focus should be the Tamarind Margaritas.","[{'term': 'Tamarind Margaritas', 'polarity': 'positive'}]"
"If you go to Roth's try to be served by Mike, he is GREAT!!","[{'term': 'served', 'polarity': 'positive'}]"
"If you have a dumpling fetish i suggest you try some here!","[{'term': 'dumpling', 'polarity': 'positive'}]"
"If you like spicy food get the chicken vindaloo.","[{'term': 'chicken vindaloo', 'polarity': 'neutral'}, {'term': 'spicy food', 'polarity': 'neutral'}]"
"If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.","[{'term': 'food', 'polarity': 'neutral'}, {'term': 'value', 'polarity': 'neutral'}]"
"If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.","[{'term': 'music', 'polarity': 'negative'}, {'term': 'bottle minimun', 'polarity': 'negative'}]"
"If you live in Upper Manhattan, Siam Square is THE place for Thia food.","[{'term': 'Thia food', 'polarity': 'positive'}]"
"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'amount', 'polarity': 'negative'}]"
"If you love seafood, you would love this place!","[{'term': 'seafood', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]"
"If you love wine and cheese and delicious french fare, you'll love Artisanal!","[{'term': 'wine', 'polarity': 'positive'}, {'term': 'french fare', 'polarity': 'positive'}, {'term': 'cheese', 'polarity': 'positive'}]"
"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place.","[{'term': 'white sauce', 'polarity': 'negative'}, {'term': 'Chinese food', 'polarity': 'neutral'}]"
"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
"If you want good authentic Thai this place is not the place to go.","[{'term': 'Thai', 'polarity': 'negative'}]"
"If you want some roast duck, pork or chicken on rice with ginger, try them out!","[{'term': 'roast duck', 'polarity': 'positive'}, {'term': 'pork', 'polarity': 'positive'}, {'term': 'chicken on rice with ginger', 'polarity': 'positive'}]"
"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.","[{'term': 'meal', 'polarity': 'positive'}]"
"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!","[{'term': 'food', 'polarity': 'positive'}, {'term': 'wait building', 'polarity': 'negative'}]"
"If you're looking for a great meal at a decent price, go to Del Frisco's!","[{'term': 'meal', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]"
"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).","[{'term': 'drink', 'polarity': 'neutral'}, {'term': 'hong-kong styled milk', 'polarity': 'positive'}, {'term': 'tea with tapioca pearls (hot)', 'polarity': 'positive'}]"
"If you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.","[{'term': 'cuisine', 'polarity': 'negative'}]"
"If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.","[{'term': 'view', 'polarity': 'positive'}]"
"If your favorite Chinese food is General Tao chicken, then this is NOT your place.","[{'term': 'General Tao chicken', 'polarity': 'negative'}, {'term': 'Chinese food', 'polarity': 'neutral'}]"
